epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,6751.6,0.34518,0.28581,0.79068,0.97024,0.98401,0.98661,0.93106,0.2839,0.24678,0.78056,0.00033237,0.00033237,0.00033237
43,6773.97,0.34199,0.28403,0.78923,0.96693,0.98704,0.98399,0.92938,0.27668,0.2418,0.77797,0.000330306,0.000330306,0.000330306
44,6796.13,0.34477,0.28189,0.7904,0.98684,0.96568,0.98303,0.92653,0.28029,0.24336,0.77851,0.000328242,0.000328242,0.000328242
45,6818.56,0.34029,0.27824,0.78915,0.9877,0.96137,0.98312,0.9265,0.28178,0.23931,0.77923,0.000326177,0.000326177,0.000326177
46,6840.9,0.34309,0.2808,0.79033,0.98744,0.96244,0.98282,0.92702,0.28462,0.23952,0.78013,0.000324113,0.000324113,0.000324113
47,6863.59,0.35362,0.27832,0.79023,0.98957,0.96544,0.98415,0.92836,0.27658,0.23201,0.77739,0.000322049,0.000322049,0.000322049
48,6886.63,0.34236,0.27393,0.78964,0.98782,0.96427,0.98237,0.92708,0.28185,0.23405,0.7786,0.000319985,0.000319985,0.000319985
49,6909.22,0.33787,0.27164,0.78855,0.98932,0.96662,0.98553,0.9298,0.28182,0.2311,0.77842,0.000317921,0.000317921,0.000317921
50,6931.7,0.34098,0.27163,0.78961,0.97499,0.98121,0.98435,0.92823,0.28357,0.23401,0.77908,0.000315857,0.000315857,0.000315857
51,6954.93,0.34072,0.27177,0.78905,0.98932,0.96381,0.98501,0.93038,0.28193,0.23281,0.77865,0.000313792,0.000313792,0.000313792
52,6981.46,0.33745,0.2691,0.78945,0.96665,0.98991,0.98361,0.92864,0.28122,0.22869,0.77797,0.000311728,0.000311728,0.000311728
53,7006.59,0.33871,0.26595,0.78772,0.96542,0.98382,0.98478,0.93079,0.2762,0.22702,0.77872,0.000309664,0.000309664,0.000309664
54,7031.62,0.33763,0.26477,0.79001,0.98973,0.96428,0.98535,0.92977,0.27548,0.22317,0.77941,0.0003076,0.0003076,0.0003076
55,7057.17,0.33582,0.26333,0.78882,0.98913,0.9665,0.98783,0.93312,0.27792,0.22403,0.77685,0.000305536,0.000305536,0.000305536
56,7089.52,0.33383,0.26421,0.78926,0.98716,0.96648,0.98416,0.92736,0.28452,0.22747,0.77805,0.000303472,0.000303472,0.000303472
57,7125.15,0.33887,0.26289,0.78912,0.9867,0.96945,0.98459,0.93125,0.27751,0.22641,0.77922,0.000301408,0.000301408,0.000301408
58,7160.73,0.33414,0.26117,0.78796,0.97194,0.98407,0.98303,0.92879,0.27734,0.22206,0.77771,0.000299343,0.000299343,0.000299343
59,7196.25,0.3328,0.26067,0.78869,0.9695,0.98368,0.98451,0.92989,0.27698,0.22346,0.77726,0.000297279,0.000297279,0.000297279
60,7231.66,0.33475,0.25862,0.78886,0.96625,0.9895,0.98253,0.92888,0.27732,0.22161,0.77916,0.000295215,0.000295215,0.000295215
61,7267.98,0.33163,0.25568,0.78838,0.96521,0.99061,0.98535,0.93369,0.27375,0.21613,0.7808,0.000293151,0.000293151,0.000293151
62,7303.81,0.33527,0.25954,0.7883,0.96281,0.99279,0.98325,0.92892,0.2808,0.222,0.78187,0.000291087,0.000291087,0.000291087
63,7339.52,0.33116,0.25472,0.78879,0.97094,0.99148,0.98563,0.93114,0.28167,0.2187,0.77987,0.000289023,0.000289023,0.000289023
64,7375.16,0.3271,0.24973,0.78813,0.97358,0.99129,0.9864,0.93417,0.27159,0.21482,0.77868,0.000286959,0.000286959,0.000286959
65,7410.77,0.33248,0.25394,0.78947,0.96657,0.98133,0.98535,0.93002,0.27612,0.21666,0.77947,0.000284894,0.000284894,0.000284894
66,7446.55,0.33128,0.25253,0.78914,0.96903,0.99481,0.98449,0.93012,0.2737,0.21458,0.78052,0.00028283,0.00028283,0.00028283
